time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2020-10-08 17:31:43,0,0,0,0,0,1.741294,2.736318,0,0
2020-10-08 17:31:42,0,0,0,0,0,2.538071,2.284264,0,0.2538071
2020-10-08 17:31:41,0,0,0,0.2525253,0,4.79798,2.525253,0,0
2020-10-08 17:31:40,0,0,0,0,0,1.2594458,1.763224,0,0
2020-10-08 17:31:39,0,0,0,0,0,2.770781,0.7556675,0,0
2020-10-08 17:31:38,0,0,0,0,0,1.5267176,1.2722646,0,0
2020-10-08 17:31:37,0,0,0,0,0,1.5,2.75,0,0
2020-10-08 17:31:36,0,0,0,0,0,0.7633588,2.290076,0,0
2020-10-08 17:31:35,0,0,0,0,0,1.0126582,2.278481,0,0
2020-10-08 17:31:34,0,0,0,0,0,1.0050251,2.01005,0,0
2020-10-08 17:31:33,0,0,0,0,0,1.2594458,2.518892,0,0
2020-10-08 17:31:32,0,0,0,0,0,1.0126582,2.278481,0,0
2020-10-08 17:31:31,0,0,0,0,0,1.754386,1.754386,0,0
2020-10-08 17:31:30,0,0,0,0.7594937,0,4.556962,1.772152,0,0.2531646
2020-10-08 17:31:29,0,0,0,0.5089059,0,1.5267176,2.035623,0,0
2020-10-08 17:31:28,0,0,0,0.7594937,0,2.278481,2.025316,0,0
2020-10-08 17:31:27,0,0,0,0.25,0,3.75,3.25,0,0
2020-10-08 17:31:26,0,0,0,0.2518892,0,2.267003,2.267003,0,0
2020-10-08 17:31:25,0,0,0,0,0,2.020202,1.2626263,0,0
2020-10-08 17:31:24,0,0,0,0.2506266,0,1.2531328,1.5037594,0,0
2020-10-08 17:31:23,0,0,0,0,0,3.037975,1.2658228,0,0
2020-10-08 17:31:22,0,0,0,0.2538071,0,1.0152284,1.77665,0,0
2020-10-08 17:31:21,0,0,0,0,0,1.2406948,2.729529,0,0
2020-10-08 17:31:20,0,0,0,0,0,2.035623,1.78117,0,0
2020-10-08 17:31:19,0,0,0,0,0,0.7653061,2.55102,0,0
2020-10-08 17:31:18,0,0,0,0,0,2.025316,2.025316,0,0
2020-10-08 17:31:17,0,0,0,0,0,1.2820513,1.794872,0,0
2020-10-08 17:31:16,0,0,0,0,0,2.78481,2.278481,0,0
2020-10-08 17:31:15,0,0,0,0.2557545,0,3.069054,2.046036,0,0
2020-10-08 17:31:14,0,0,0,0.795756,0,6.896552,1.3262599,0,0
2020-10-08 17:31:13,0,0,0,0.7672634,0,6.138107,2.046036,0,0
2020-10-08 17:31:12,0,0,0,0,0,1.758794,2.01005,0,0
2020-10-08 17:31:11,0,0,0,0,0,1.0126582,2.025316,0,0
2020-10-08 17:31:10,0,0,0,0,0,0.7556675,1.763224,0,0
2020-10-08 17:31:09,0,0,0,0,0,1.77665,2.791878,0,0
2020-10-08 17:31:08,0,0,0,0,0,2.278481,2.025316,0,0
2020-10-08 17:31:07,0,0,0,0,0,1.4962594,2.244389,0,0.2493766
2020-10-08 17:31:06,0,0,0,0,0,0.5063291,2.531646,0,0
2020-10-08 17:31:05,0,0,0,0,0,2.518892,2.267003,0,0
2020-10-08 17:31:04,0,0,0,0,0,1.5075377,1.758794,0,0
2020-10-08 17:31:03,0,0,0,0,0,1.2658228,2.278481,0,0
2020-10-08 17:31:02,0,0,0,0,0,3.562341,1.5267176,0,0
2020-10-08 17:31:01,0,0,0,0.2493766,0,4.239401,3.740648,0,0.2493766
2020-10-08 17:31:00,0,0,0,0,0,2.777778,2.272727,0,0
2020-10-08 17:30:59,0,0,0,0.5050505,0,4.545455,2.272727,0,0
2020-10-08 17:30:58,0,0,0,0.2487562,0,1.4925373,2.238806,0,0
2020-10-08 17:30:57,0,0,0,0,0,1.2594458,2.770781,0,0
2020-10-08 17:30:56,0,0,0,0,0,0.75,3.75,0,0
2020-10-08 17:30:55,0,0,0,0,0,1.2531328,3.007519,0,0
2020-10-08 17:30:54,0,0,0,0.5037783,0,3.274559,1.763224,0,0
2020-10-08 17:30:53,0,0,0,0,0,2.525253,2.020202,0,0
2020-10-08 17:30:52,0,0,0,0.7556675,0,3.778338,1.763224,0,0
2020-10-08 17:30:51,0,0,0,0.2544529,0,5.089059,2.035623,0,0
2020-10-08 17:30:50,0,0,0,0,0,2.525253,1.5151515,0,0
2020-10-08 17:30:49,0,0,0,0,0,1.010101,2.272727,0,0
2020-10-08 17:30:48,0,0,0,0,0,0.9975062,2.743142,0,0
2020-10-08 17:30:47,0,0,0,0,0,1.5189873,1.2658228,0,0
2020-10-08 17:30:46,0,0,0,0,0,0.7614213,2.030457,0,0
2020-10-08 17:30:45,0,0,0,0,0,2.005013,2.005013,0,0
2020-10-08 17:30:44,0,0,0,0.2531646,0,1.772152,2.025316,0,0
2020-10-08 17:30:43,0,0,0,0,0,2.261307,1.5075377,0,0.2512563
2020-10-08 17:30:42,0,0,0,0,0,1.2594458,2.015113,0,0
2020-10-08 17:30:41,0,0,0,0,0,1.4962594,2.493766,0,0
2020-10-08 17:30:40,0,0,0,0,0,1.5151515,1.767677,0,0
2020-10-08 17:30:39,0,0,0,0,0,0.7614213,2.284264,0,0
2020-10-08 17:30:38,0,0,0,0,0,1.4962594,2.493766,0,0
2020-10-08 17:30:37,0,0,0,0,0,1.010101,2.777778,0,0
2020-10-08 17:30:36,0,0,0,0,0,1.763224,1.2594458,0,0
2020-10-08 17:30:35,0,0,0,0,0,1.0075567,2.518892,0,0
2020-10-08 17:30:34,0,0,0,0,0,1.754386,2.506266,0,0
2020-10-08 17:30:33,0,0,0,0,0,1.5189873,1.772152,0,0
2020-10-08 17:30:32,0,0,0,0,0,1.772152,1.5189873,0,0.2531646
2020-10-08 17:30:31,0,0,0,0,0,1.0025063,2.255639,0,0
2020-10-08 17:30:30,0,0,0,0,0,1.5228426,1.5228426,0,0
2020-10-08 17:30:29,0,0,0,0,0,1.2562814,2.512563,0,0
2020-10-08 17:30:28,0,0,0,0,0,2.020202,1.010101,0,0
2020-10-08 17:30:27,0,0,0,0.2544529,0,4.580153,3.816794,0,0
2020-10-08 17:30:26,0,0,0,0,0,1.767677,3.535354,0,0
2020-10-08 17:30:25,0,0,0,0,0,1.2626263,1.2626263,0,0
2020-10-08 17:30:24,0,0,0,0,0,3.02267,3.526448,0,0
2020-10-08 17:30:23,0,0,0,0,0,3.526448,1.511335,0,0
2020-10-08 17:30:22,0,0,0,0,0,1.2562814,2.01005,0,0
2020-10-08 17:30:21,0,0,0,0,0,1.763224,1.763224,0,0
2020-10-08 17:30:20,0,0,0,0,0,1.77665,2.538071,0,0
2020-10-08 17:30:19,0,0,0,0,0,2.020202,1.767677,0,0
2020-10-08 17:30:18,0,0,0,0,0,2.035623,2.035623,0,0
2020-10-08 17:30:17,0,0,0,0,0,1.0152284,2.791878,0,0
2020-10-08 17:30:16,0,0,0,0,0,0.7594937,2.531646,0,0
2020-10-08 17:30:15,0,0,0,0,0,1.5228426,2.538071,0,0
2020-10-08 17:30:14,0,0,0,0,0,0.7556675,3.778338,0,0.2518892
2020-10-08 17:30:13,0,0,0,0,0,2.255639,1.754386,0,0
2020-10-08 17:30:12,0,0,0,0,0,1.2594458,2.267003,0,0
2020-10-08 17:30:11,0,0,0,0,0,1.2562814,2.261307,0,0
2020-10-08 17:30:10,0,0,0,0,0,1.77665,1.0152284,0,0
2020-10-08 17:30:09,0,0,0,0,0,2.244389,1.2468828,0,0
2020-10-08 17:30:08,0,0,0,0,0,1.5189873,2.025316,0,0
2020-10-08 17:30:07,0,0,0,0,0,1.2531328,2.005013,0,0
2020-10-08 17:30:06,0,0,0,0,0,1.5228426,1.5228426,0,0
2020-10-08 17:30:05,0,0,0,0.2518892,0,1.2594458,2.518892,0,0
2020-10-08 17:30:04,0,0,0,0,0,1.2562814,1.758794,0,0
2020-10-08 17:30:03,0,0,0,0,0,1.5189873,2.531646,0,0
2020-10-08 17:30:02,0,0,0,0,0,1.5,2,0,0.25
2020-10-08 17:30:01,0,0,0,0,0,1.772152,2.531646,0,0
2020-10-08 17:30:00,0,0,0,0,0,0.7594937,2.278481,0,0
2020-10-08 17:29:59,0,0,0,0,0,1.2562814,1.5075377,0,0
2020-10-08 17:29:58,0,0,0,0,0,2.020202,1.5151515,0,0
2020-10-08 17:29:57,0,0,0,0,0,1.0126582,2.78481,0,0
2020-10-08 17:29:56,0,0,0,0,0,1.0075567,2.015113,0,0
2020-10-08 17:29:55,0,0,0,0,0,1.511335,2.267003,0,0
2020-10-08 17:29:54,0,0,0,0,0,2.015113,3.778338,0,0
2020-10-08 17:29:53,0,0,0,0,0,1.25,3.25,0,0
2020-10-08 17:29:52,0,0,0,0,0,1.2658228,1.772152,0,0
2020-10-08 17:29:51,0,0,0,0,0,1.5189873,1.772152,0,0
2020-10-08 17:29:50,0,0,0,0,0,0.5,2.75,0,0
2020-10-08 17:29:49,0,0,0,0,0,1.010101,2.525253,0,0
2020-10-08 17:29:48,0,0,0,0,0,1.772152,1.5189873,0,0
2020-10-08 17:29:47,0,0,0,0,0,0.7556675,2.267003,0,0
2020-10-08 17:29:46,0,0,0,0,0,1.0126582,2.025316,0,0
2020-10-08 17:29:45,0,0,0,0,0,0.7556675,2.770781,0,0.2518892
2020-10-08 17:29:44,0,0,0,0,0,1.0126582,1.772152,0,0
2020-10-08 17:29:43,0,0,0,0,0,1.5075377,2.261307,0,0
2020-10-08 17:29:42,0,0,0,0,0,2.025316,2.278481,0,0
2020-10-08 17:29:41,0,0,0,0,0,1.4851485,2.970297,0,0.2475248
2020-10-08 17:29:40,0,0,0,0,0,2.030457,1.5228426,0,0
2020-10-08 17:29:39,0,0,0,0,0,2.015113,2.015113,0,0
2020-10-08 17:29:38,0,0,0,0,0,2.005013,2.756892,0,0
2020-10-08 17:29:37,0,0,0,0,0,3.535354,1.2626263,0,0
2020-10-08 17:29:36,0,0,0,0,0,1.010101,2.020202,0,0
2020-10-08 17:29:35,0,0,0,0,0,1.511335,2.267003,0,0
2020-10-08 17:29:34,0,0,0,0,0,1.5075377,1.758794,0,0.2512563
2020-10-08 17:29:33,0,0,0,0,0,2.025316,1.0126582,0,0
2020-10-08 17:29:32,0,0,0,0,0,2.01005,2.512563,0,0
2020-10-08 17:29:31,0,0,0,0,0,1.5037594,2.506266,0,0
2020-10-08 17:29:30,0,0,0,0,0,1.763224,2.015113,0,0
2020-10-08 17:29:29,0,0,0,0,0,1.2562814,1.758794,0,0
2020-10-08 17:29:28,0,0,0,0.2525253,0,2.272727,1.2626263,0,0
2020-10-08 17:29:27,0,0,0,0,0,1.5228426,2.030457,0,0
2020-10-08 17:29:26,0,0,0,0,0,2.255639,1.0025063,0,0
2020-10-08 17:29:25,0,0,0,0,0,1.2626263,2.272727,0,0
2020-10-08 17:29:24,0,0,0,0.2531646,0,1.5189873,1.772152,0,0
2020-10-08 17:29:23,0,0,0,0,0,1.745636,2.244389,0,0
2020-10-08 17:29:22,0,0,0,0,0,3.282828,1.5151515,0,0.2525253
2020-10-08 17:29:21,0,0,0,0,0,1.511335,2.518892,0,0
2020-10-08 17:29:20,0,0,0,0,0,2.040816,1.785714,0,0
2020-10-08 17:29:19,0,0,0,0,0,0.7672634,2.557545,0,0
2020-10-08 17:29:18,0,0,0,0,0,1.5189873,2.78481,0,0
2020-10-08 17:29:17,0,0,0,0,0,3.768844,3.266332,0,6.281407
2020-10-08 17:29:16,0,0,0,0,0,1.5503876,2.325581,0,2.325581
2020-10-08 17:29:15,0,0,0,0,0,1.2658228,2.278481,0,1.0126582
2020-10-08 17:29:14,0,0,0,0,0,1.2690355,2.030457,0,0
2020-10-08 17:29:13,0,0,0,0,0,2.025316,1.5189873,0,0
2020-10-08 17:29:12,0,0,0,0,0,1.5189873,1.772152,0,0
2020-10-08 17:29:11,0,0,0,0,0,0.7556675,2.267003,0,0
2020-10-08 17:29:10,0,0,0,0,0,1.0126582,2.78481,0,0
2020-10-08 17:29:09,0,0,0,0,0,1.5151515,2.020202,0,0
2020-10-08 17:29:08,0,0,0,0,0,1.2562814,2.261307,0,0
2020-10-08 17:29:07,0,0,0,0.2512563,0,1.0050251,2.512563,0,0
2020-10-08 17:29:06,0,0,0,0,0,1.754386,1.754386,0,0
2020-10-08 17:29:05,0,0,0,0,0,2.272727,1.767677,0,0
2020-10-08 17:29:04,0,0,0,0,0,1.2531328,2.255639,0,0
2020-10-08 17:29:03,0,0,0,0,0,2.01005,2.01005,0,0
2020-10-08 17:29:02,0,0,0,0,0,2.255639,1.2531328,0,0
2020-10-08 17:29:01,0,0,0,0,0,2.278481,1.5189873,0,0
2020-10-08 17:29:00,0,0,0,0,0,1.2626263,2.272727,0,0
2020-10-08 17:28:59,0,0,0,0,0,1.758794,2.01005,0,0.2512563
2020-10-08 17:28:58,0,0,0,0,0,2.512563,1.5075377,0,0
2020-10-08 17:28:57,0,0,0,0.2512563,0,2.01005,1.5075377,0,0
2020-10-08 17:28:56,0,0,0,0,0,1.511335,2.015113,0,0
2020-10-08 17:28:55,0,0,0,0,0,1.5037594,2.255639,0,0
2020-10-08 17:28:54,0,0,0,0,0,1.511335,2.267003,0,0
2020-10-08 17:28:53,0,0,0,0,0,2.244389,2.244389,0,0
2020-10-08 17:28:52,0,0,0,0,0,1.010101,2.777778,0,0
2020-10-08 17:28:51,0,0,0,0,0,1.758794,2.01005,0,0
2020-10-08 17:28:50,0,0,0,0,0,2.770781,2.518892,0,0
2020-10-08 17:28:49,0,0,0,0,0,1.0025063,3.007519,0,0
2020-10-08 17:28:48,0,0,0,0,0,1.78117,1.78117,0,0
2020-10-08 17:28:47,0,0,0,0.25,0,2.25,1.25,0,0
2020-10-08 17:28:46,0,0,0,0,0,1.2626263,2.020202,0,0
